,Source,Place,Rating,Jumlah review,Type,Address,description,Komentar,Kota
10,https://www.google.com/maps/place/%E5%8D%B0%E5%B0%BC%E5%BE%AE%E7%BC%A9%E5%85%AC%E5%9B%AD/data=!4m6!3m5!1s0x2e69ed5bfb629ce5:0x4d9ca7ae05318f5b!8m2!3d-6.3024519!4d106.8951579!16s%2Fg%2F11clwnkw4t?authuser=0&hl=id&rclk=1,印尼微缩公园,"3,4",(13),Tujuan Wisata,MVXW+237,None,None,Jakarta
11,https://www.google.com/maps/place/Galeri+Pasar+Seni+Ancol/data=!4m6!3m5!1s0x2e6a1fdb7af423ad:0x3b55f2aabdeede94!8m2!3d-6.126527!4d106.838856!16s%2Fg%2F11qp06lw4l?authuser=0&hl=id&rclk=1,Galeri Pasar Seni Ancol,"4,0",(1),Tujuan Wisata,"Ps. Seni Taman Impian, Jl. Binaria 1 No.10, RW.10",None,None,Jakarta
12,https://www.google.com/maps/place/Mural+photo+spot/data=!4m6!3m5!1s0x2e69f19564972b67:0xdf46f31d2a545a14!8m2!3d-6.2754566!4d106.816261!16s%2Fg%2F11r9nk0ncx?authuser=0&hl=id&rclk=1,Mural photo spot,"5,0",(1),Tujuan Wisata,"Jl. Benda No.10A, RT.5/RW.4",None,None,Jakarta
13,https://www.google.com/maps/place/Ancol/data=!4m6!3m5!1s0x2e6a1f594b425651:0x486ca0ce8327cd55!8m2!3d-6.1218754!4d106.8439155!16s%2Fg%2F11rb_wq7sx?authuser=0&hl=id&rclk=1,Ancol,"5,0",(1),Tujuan Wisata,"VRHV+6HV, Kota Tua, RW.10",None,None,Jakarta
14,https://www.google.com/maps/place/Danau+Cincin/data=!4m6!3m5!1s0x2e6a1f3c599db497:0x44e6e822a4539ebf!8m2!3d-6.1261111!4d106.8683333!16s%2Fg%2F11n_f5_klz?authuser=0&hl=id&rclk=1,Danau Cincin,"5,0",(1),Tujuan Wisata,Danau Cincin,None,None,Jakarta
15,https://www.google.com/maps/place/Tugu+Petir/data=!4m6!3m5!1s0x2e69f46c303bd807:0x7202df880c9199f2!8m2!3d-6.2032035!4d106.84653!16s%2Fg%2F11cr_sbxgv?authuser=0&hl=id&rclk=1,Tugu Petir,"4,8",(8),Tujuan Wisata,"Jl. Proklamasi No.47, RT.10/RW.2",None,None,Jakarta
16,https://www.google.com/maps/place/Rumah+Batik+Palbatu/data=!4m6!3m5!1s0x2e69f38d900bddd3:0xccccb58fc0eaaa1e!8m2!3d-6.2261934!4d106.8450546!16s%2Fg%2F11cjk2_442?authuser=0&hl=id&rclk=1,Rumah Batik Palbatu,"4,4",(66),Tujuan Wisata,"Jl. Palbatu IV No.17, RT.9/RW.4",None,None,Jakarta
17,https://www.google.com/maps/place/Perahu+Wisata+Ancol+(Ancol+Short+Cruising)/data=!4m6!3m5!1s0x2e6a1fc5a58a0487:0x61b36406aa93aa66!8m2!3d-6.1186687!4d106.8514609!16s%2Fg%2F11rtybybw6?authuser=0&hl=id&rclk=1,Perahu Wisata Ancol (Ancol Short Cruising),"4,5",(4),Tujuan Wisata,VVJ2+GHP,None,None,Jakarta
18,https://www.google.com/maps/place/Pulau+Oey/data=!4m6!3m5!1s0x2e69f7ef19e6ee5b:0xde238ca5ed861a4c!8m2!3d-6.2054079!4d106.8001925!16s%2Fg%2F11mxts_9bb?authuser=0&hl=id&rclk=1,Pulau Oey,"4,0",(1),Tujuan Wisata,"Jl. Gelora 1, No No.4 C, RT.1/RW.3",None,None,Jakarta
19,https://www.google.com/maps/place/Indonesia+Travel+Magazine/data=!4m6!3m5!1s0x2e69f15f4f5666bf:0x4d5b6464aa60c907!8m2!3d-6.2334883!4d106.8167592!16s%2Fg%2F11cjhz9t3n?authuser=0&hl=id&rclk=1,Indonesia Travel Magazine,"4,8",(5),Tujuan Wisata,"no. Blok S,, Jl. Kebalen VII No.17, RT.7/RW.5",None,None,Jakarta
20,https://www.google.com/maps/place/Andriupay/data=!4m6!3m5!1s0x2e6a21f4271b28d3:0xb4fc1ccb15e3a806!8m2!3d-6.1241487!4d106.935372!16s%2Fg%2F11k6ypmjlk?authuser=0&hl=id&rclk=1,Andriupay,"5,0",(1),Tujuan Wisata,"Jl. Rw. Malang Kulon No.2, RT.14/RW.3",None,None,Jakarta
23,https://www.google.com/maps/place/Wisata+Pulau+Merah/data=!4m6!3m5!1s0x2dd40f4c5a524cef:0x33e3387dcdba6099!8m2!3d-8.5996606!4d114.0292585!16s%2Fg%2F11m2nbf_8d?authuser=0&hl=id&rclk=1,Wisata Pulau Merah,"4,6",(984),Tujuan Wisata,C22H+4PJ,None,"""Wisata andalan kota banyuwangi""",Surabaya
24,https://www.google.com/maps/place/Antique+Market/data=!4m6!3m5!1s0x2e69f414dd20f04d:0x1f924704e6f444db!8m2!3d-6.1994629!4d106.8401387!16s%2Fg%2F1td0jtpg?authuser=0&hl=id&rclk=1,Antique Market,"4,2",(241),Tujuan Wisata,"RR2R+636, Jl. Surabaya Menteng Menteng Menteng Jakarta Pusat DKI Jakarta, RT.15/RW.5",None,None,Surabaya
25,https://www.google.com/maps/place/Pemandian/data=!4m6!3m5!1s0x303117f39c116293:0xebe6cf26b46c44bf!8m2!3d3.3617206!4d98.6663407!16s%2Fg%2F11bwn98y4p?authuser=0&hl=id&rclk=1,Pemandian,"4,1",(716),Tujuan Wisata,9M68+MGP,Sungai indah untuk mandi dan bersantai,"""Tidak jauh dari",Medan
26,https://www.google.com/maps/place/Kampung+Outbound+Pancur+Batu/data=!4m6!3m5!1s0x3031240d79ea578f:0x3dd689556fe73187!8m2!3d3.4706004!4d98.5915993!16s%2Fg%2F11h109qxn2?authuser=0&hl=id&rclk=1,Kampung Outbound Pancur Batu,"4,5",(144),Tujuan Wisata,Jl. Dusun,Istana bersejarah plus pameran & toko,"""Tempat yg sejuk.dan TDK jauh dari",Medan
27,https://www.google.com/maps/place/Taman+Lope+Lope+Bulu+Cina/data=!4m6!3m5!1s0x303131c4a3d7fd81:0x46b89f5b5a874cbd!8m2!3d3.7075423!4d98.5764465!16s%2Fg%2F11c2jhr2h_?authuser=0&hl=id&rclk=1,Taman Lope Lope Bulu Cina,"4,0",(131),Tujuan Wisata,"PH5G+2H8, Jl. Sei Deli, Silalas, Medan Bar",Gereja Katolik bergaya Indo-Mogul,"""Ayo bantu wisata lokal ini.. ramai ramai datang ke sana terutama ...""",Medan
28,https://www.google.com/maps/place/Kampung+Wisata+Ramah+Anak+Belawan+Bahari/data=!4m6!3m5!1s0x3036cdd794c83b93:0x42611b9fccd67045!8m2!3d3.7692275!4d98.6834453!16s%2Fg%2F11fq9xzv9x?authuser=0&hl=id&rclk=1,Kampung Wisata Ramah Anak Belawan Bahari,"4,9",(34),Tujuan Wisata,Lingkungan Xll Kelurahan,None,None,Medan
29,https://www.google.com/maps/place/Taman+Air+Percut/data=!4m6!3m5!1s0x3036ccbf4bb56f7f:0x619ebe901a985561!8m2!3d3.7114625!4d98.7316693!16s%2Fg%2F11gdk_4gbn?authuser=0&hl=id&rclk=1,Taman Air Percut,"4,0",(1.560),Tujuan Wisata,"PP6J+HMM, Jalan Kawasan Industri, Paluh Gelombang, Tanjung Rejo, Percut Sei Tuan","Perahu, game air, dan tempat selfie","""Tempat",Medan
30,https://www.google.com/maps/place/Wisata+Pancing+Sungai+Bedera/data=!4m6!3m5!1s0x3036d3f360d88bc9:0x18ef0b123abc1e75!8m2!3d3.7148176!4d98.6386536!16s%2Fg%2F11h2g0tkfq?authuser=0&hl=id&rclk=1,Wisata Pancing Sungai Bedera,"4,3",(13),Tujuan Wisata,None,None,None,Medan
31,https://www.google.com/maps/place/Kolam+Renang+Selayang+Medan/data=!4m6!3m5!1s0x30312fd906a26923:0x11ed9b3f912713d4!8m2!3d3.5642401!4d98.6484929!16s%2Fg%2F1hdznvf1t?authuser=0&hl=id&rclk=1,Kolam Renang Selayang Medan,"4,1",(2.090),Tujuan Wisata,Kolam Renang,Kompleks kolam renang indoor & outdoor,"""Kolam renang paling bagus di medan""",Medan
32,https://www.google.com/maps/place/Kolam+Renang+Bintang+Johor/data=!4m6!3m5!1s0x303137b4d2ed6235:0x145dfe67d8c57738!8m2!3d3.5791643!4d98.8109111!16s%2Fg%2F11f3dmxrsm?authuser=0&hl=id&rclk=1,Kolam Renang Bintang Johor,"4,3",(588),Tujuan Wisata,Jl. Damai Dusun VII Desa,None,"""Lokasi cukup jauh dari",Medan
33,https://www.google.com/maps/place/Bima+Utomo+Waterpark+Internasional/data=!4m6!3m5!1s0x303135d16eff5a2d:0xd551af8e3f4c52a8!8m2!3d3.6258251!4d98.7995425!16s%2Fg%2F11b6v0z66z?authuser=0&hl=id&rclk=1,Bima Utomo Waterpark Internasional,"4,1",(1.549),Tujuan Wisata,Jl. Ampera Pasar 6 Batang Jambu Sidodadi,Tempat keluarga dengan kolam luar ruang,"""Good tp jauh dari",Medan
34,https://www.google.com/maps/place/Masjid+Al+Osmani/data=!4m6!3m5!1s0x3036cd76167ef647:0xc758317fe9db14d7!8m2!3d3.732232!4d98.6761362!16s%2Fg%2F11b41c87q?authuser=0&hl=id&rclk=1,Masjid Al Osmani,"4,8",(905),Tujuan Wisata,"JL Kol Yos Sudarso, Km. 19, 5, Labuhan",None,"""Mesjid tertua di Medan....
Sangat sejuk dan nyaman""",Medan
35,https://www.google.com/maps/place/Pemandian+Alam+Tirta+Sayum+Sabah/data=!4m6!3m5!1s0x303118ee73cbce1b:0x56f89bc8fde91729!8m2!3d3.3557743!4d98.6034295!16s%2Fg%2F11f4pjp6ps?authuser=0&hl=id&rclk=1,Pemandian Alam Tirta Sayum Sabah,"4,3",(250),Tujuan Wisata,9J43+893,None,"""Jaraknya ditengah",Medan
36,https://www.google.com/maps/place/Pajak+Ikan+Lama+Medan/data=!4m6!3m5!1s0x303131c9e80753f7:0x5eed00e3f2eff667!8m2!3d3.5877879!4d98.6808954!16s%2Fg%2F11bxj982kv?authuser=0&hl=id&rclk=1,Pajak Ikan Lama Medan,"4,3",(6.065),Tujuan Wisata,"HMQJ+496, Jl. St.Ka.",Busana buatan tangan di pasar tekstil,Belanja di toko,Medan
37,https://www.google.com/maps/place/TAMAN+WISATA+DANAU+SIOMBAK+MARELAN/data=!4m6!3m5!1s0x3036d29df75f7ef7:0xf1c659eda3567f62!8m2!3d3.7266473!4d98.6631891!16s%2Fg%2F11cfjn493?authuser=0&hl=id&rclk=1,TAMAN WISATA DANAU SIOMBAK MARELAN,"3,9",(1.070),Tujuan Wisata,Jl. Ps. Nippon No.Ujung,Danau buatan & area rekreasi,"""Taman edukasi dan wisata keluarga yang nyaman di kota Medan.""",Medan
38,"https://www.google.com/maps/place/Istana+Maimun,+Kota+Medan./data=!4m6!3m5!1s0x30313049877b2b03:0xf53d32d91225a774!8m2!3d3.5752504!4d98.6838464!16zL20vMDNybjk5?authuser=0&hl=id&rclk=1","Istana Maimun, Kota Medan.","4,4",(17.337),Tujuan Wisata,Jl. Brigjend Katamso No.66,Istana bersejarah plus pameran & toko,"""Wisata sejarah terbaik yang ada di Medan.""",Medan
39,https://www.google.com/maps/place/Taman+Sri+Deli/data=!4m6!3m5!1s0x3031304bf7bcafb5:0x23c948fc044f9924!8m2!3d3.5764562!4d98.6866142!16s%2Fg%2F15dp8ws9?authuser=0&hl=id&rclk=1,Taman Sri Deli,"4,5",(1.480),Tujuan Wisata,"HMGP+HJQ, Jl. Sisingamangaraja",Tempat hangout bersejarah dgn air mancur,"""... di jadikan objek wisata kota Medan yg sangat minim tempat wisata.""",Medan
40,https://www.google.com/maps/place/Upside+Down+World+Medan/data=!4m6!3m5!1s0x30312fd50016902f:0xd7529c54be09fcef!8m2!3d3.5782613!4d98.6572388!16s%2Fg%2F11c6vxjgcs?authuser=0&hl=id&rclk=1,Upside Down World Medan,"4,3",(496),Tujuan Wisata,Jl. K.H. Wahid Hasyim No.29,None,"""Alternatif yg menarik sebagai wisata kota Medan.""",Medan
41,https://www.google.com/maps/place/Tjong+A+Fie+Mansion/data=!4m6!3m5!1s0x303131c989e18467:0xccadef8b0cc3f8be!8m2!3d3.5854883!4d98.6805158!16s%2Fm%2F0ds1zs5?authuser=0&hl=id&rclk=1,Tjong A Fie Mansion,"4,6",(2.599),Tujuan Wisata,Jl. Jend. Ahmad Yani No.105,Tur rumah ikon saudagar Hakka,"""tempat wisata populer di medan""",Medan
42,https://www.google.com/maps/place/The+Le+Hu+Garden/data=!4m6!3m5!1s0x30313b72b513ed8f:0x7564dcd801c07a45!8m2!3d3.4801574!4d98.6946467!16s%2Fg%2F11clvtv1qw?authuser=0&hl=id&rclk=1,The Le Hu Garden,"4,2",(3.529),Tujuan Wisata,Jl. Pendidikan,Taman dengan tanaman dan bunga yang asri,"""Lumayanlah sebagai alternatif tempat",Medan
43,https://www.google.com/maps/place/Tjong+Yong+Hian+Gallery/data=!4m6!3m5!1s0x303131d1977ceeb5:0x29a1a19021eba1ea!8m2!3d3.5863247!4d98.669093!16s%2Fg%2F11cjkmnzm0?authuser=0&hl=id&rclk=1,Tjong Yong Hian Gallery,"4,5",(69),Tujuan Wisata,"HMP9+GJG, Jl. Kejaksaan",None,"""bangunan sejarah yg masih tetap ada di kota Medan.. Ini salah satunya""",Medan
44,https://www.google.com/maps/place/Rahmat+International+Wildlife+Museum+%26+Gallery/data=!4m6!3m5!1s0x303131d0701ed0d5:0x789fbd3830353781!8m2!3d3.5792189!4d98.6674906!16s%2Fm%2F011f1xlq?authuser=0&hl=id&rclk=1,Rahmat International Wildlife Museum & Gallery,"4,6",(2.389),Tujuan Wisata,Jl. S. Parman No.309,Pameran hewan taksidermi & kafe,"""Amazing ""small"" animal museum in Medan!""",Medan
45,https://www.google.com/maps/place/Kampoeng+Selfie+(Kongsi)/data=!4m6!3m5!1s0x3031302ee57ebf9f:0xebabca3c4da205bd!8m2!3d3.5736249!4d98.6674666!16s%2Fg%2F11f2wfbsh5?authuser=0&hl=id&rclk=1,Kampoeng Selfie (Kongsi),"4,3",(195),Tujuan Wisata,"HMF8+CXW, Jl. DR. Cipto",None,"""Kampung kreatif yg ada di medan .""",Medan
46,https://www.google.com/maps/place/Taman+Kebun+Bunga+%E8%8C%82%E6%A6%95%E5%9C%92/data=!4m6!3m5!1s0x303131d19054de25:0xddcab4309b619656!8m2!3d3.5865102!4d98.6689769!16s%2Fg%2F11bt_j4xlv?authuser=0&hl=id&rclk=1,Taman Kebun Bunga 茂榕園,"4,4",(139),Tujuan Wisata,"HMP9+JH5, Jl. Kejaksaan",None,"""... Tempat Pemakaman Umum (TPU), dan Tempat Bersejarah
Medan.""",Medan
47,https://www.google.com/maps/place/Maha+Vihara+Maitreya/data=!4m6!3m5!1s0x30313234ffe3475d:0xf29168913fe16927!8m2!3d3.6380293!4d98.7010063!16s%2Fg%2F11bzv9kggp?authuser=0&hl=id&rclk=1,Maha Vihara Maitreya,"4,7",(3.361),Tujuan Wisata,"Komplek Perumahan Cemara Asri No. 8, Jl. Cemara Asri Boulevard Raya No.Utara",Kuil Buddha besar dengan kebun,"""Termasuk dalam destinasi",Medan
48,https://www.google.com/maps/place/HAIROS+WATER+PARK/data=!4m6!3m5!1s0x30312456d9d30e5d:0x19e0a180ba351b63!8m2!3d3.4955706!4d98.6082756!16s%2Fg%2F12qfh1pxq?authuser=0&hl=id&rclk=1,HAIROS WATER PARK,"4,3",(4.070),Tujuan Wisata,Jl. Jamin Ginting No.Km. 14.5,Perosotan berkelok & kolam renang besar,"""Tempat",Medan
49,https://www.google.com/maps/place/Museum+Negeri+Sumatera+Utara/data=!4m6!3m5!1s0x3031305a51a6451f:0x7e6a2066d94acf8a!8m2!3d3.5681461!4d98.6963147!16s%2Fg%2F11dyl4j2f?authuser=0&hl=id&rclk=1,Museum Negeri Sumatera Utara,"4,5",(2.268),Tujuan Wisata,Jl. HM. Joni No.51,"Artefak suku, sejarah lokal & tur","""Museum yg ada d medan""",Medan
50,https://www.google.com/maps/place/Masjid+Raya+Al-Mashun+Medan/data=!4m6!3m5!1s0x3031304954318df1:0xd9cfba5dbd38bae5!8m2!3d3.5751548!4d98.6873052!16s%2Fm%2F010fbj_9?authuser=0&hl=id&rclk=1,Masjid Raya Al-Mashun Medan,"4,8",(289),Tujuan Wisata,"Jl. Mahkamah No.74c, RT.02",None,"""Banyak wisatawan domestic maupun manca negara""",Medan
51,https://www.google.com/maps/place/Wonders+Water+World/data=!4m6!3m5!1s0x30313014c1245e95:0xff4d1cff990432c2!8m2!3d3.5589037!4d98.6758592!16s%2Fg%2F11byl91v0q?authuser=0&hl=id&rclk=1,Wonders Water World,"3,9",(721),Tujuan Wisata,"CBD Polonia, Jl. Padang Golf",None,"""Wahana bermain air di Medan.""",Medan
52,https://www.google.com/maps/place/Wisata+Merci+Themepark+and+Resto/data=!4m6!3m5!1s0x30313b96699ba879:0xa28ac0a35bef29b2!8m2!3d3.5090312!4d98.6767675!16s%2Fg%2F11cmzcvdgb?authuser=0&hl=id&rclk=1,Wisata Merci Themepark and Resto,"4,3",(2.350),Tujuan Wisata,"komp.Medan Resort City, Jl. Perjuangan",Wahana kolam arus & pujasera outdoor,"""",Medan
53,https://www.google.com/maps/place/Ekowisata+Mangrove+Sicanang/data=!4m6!3m5!1s0x3036d273ad418651:0xb7bb81eeb7c89cf3!8m2!3d3.7582332!4d98.6518856!16s%2Fg%2F11ddxzpf8w?authuser=0&hl=id&rclk=1,Ekowisata Mangrove Sicanang,"4,1",(377),Tujuan Wisata,"QM52+7QR, Jl. Pulau Sicanang",Tutup,"""Dapatkan wisata edukasi yang sangat asri dekat kota medan.""",Medan
54,https://www.google.com/maps/place/Graha+Maria+Annai+Velangkanni/data=!4m6!3m5!1s0x30312e7174d78d7b:0x168a135b3871de39!8m2!3d3.5480352!4d98.6087608!16s%2Fm%2F09g6bzy?authuser=0&hl=id&rclk=1,Graha Maria Annai Velangkanni,"4,7",(3.691),Tujuan Wisata,Jl. Sakura III No.7-10,Tutup,"""Salah satu tempat wisata religi di Medan.""",Medan
55,https://www.google.com/maps/place/Taman+Gajah+Mada/data=!4m6!3m5!1s0x30312e2a0dd49aef:0xc0bd9848baaadac5!8m2!3d3.5842487!4d98.6588732!16s%2Fg%2F1vh8mg7r?authuser=0&hl=id&rclk=1,Taman Gajah Mada,"4,3",(2.814),Tujuan Wisata,Jl. Gajah Mada No.35,Buka sekarang,"""Mantapks, ini Medan bung""",Medan
56,https://www.google.com/maps/place/Taman+Teladan/data=!4m6!3m5!1s0x3031305ca6bd843d:0x6597e8bb3d6567a0!8m2!3d3.5649303!4d98.6940154!16s%2Fg%2F11btwwchw9?authuser=0&hl=id&rclk=1,Taman Teladan,"4,0",(2.237),Tujuan Wisata,"HM7V+XJC, Jl. Sisingamangaraja",Buka,"""Ini Taman terkenal sebagai ikon kota Medan juga""",Medan
57,https://www.google.com/maps/place/Armaya+Wisata+Alam/data=!4m6!3m5!1s0x303126a8b4636eb3:0xb1698af7155627d3!8m2!3d3.4705218!4d98.5668422!16s%2Fg%2F11clwdn74q?authuser=0&hl=id&rclk=1,Armaya Wisata Alam,"4,0",(512),Tujuan Wisata,"JL. Wisata Alam, desa Sukarende, kec. Kutalimbaru, Pancurbatu, Salam Tani, Pancur Batu",Tutup,"""Tempat",Medan
58,https://www.google.com/maps/place/Kuil+Shri+Mariamman/data=!4m6!3m5!1s0x303131d43971ec69:0xadc8ccc3d45470b7!8m2!3d3.5839472!4d98.6708956!16s%2Fm%2F010f8ssc?authuser=0&hl=id&rclk=1,Kuil Shri Mariamman,"4,6",(912),Tujuan Wisata,Jl. Teuku Umar No.18,Buka,"""Salah satu tujuan wisata dikota medan""",Medan
59,https://www.google.com/maps/place/Vihara+Gunung+Timur/data=!4m6!3m5!1s0x3031302dab35fecf:0x1645d4885581a1a!8m2!3d3.5775935!4d98.668396!16s%2Fm%2F010f6c7z?authuser=0&hl=id&rclk=1,Vihara Gunung Timur,"4,7",(424),Tujuan Wisata,Jl. Hang Tuah No.16,Tutup,"""Salah satu tempat bersejarah di medan,  khususnya kegiatan agama tau""",Medan
60,https://www.google.com/maps/place/Museum+Perjuangan+TNI/data=!4m6!3m5!1s0x303131cda523c5b7:0x9e781679843e9d60!8m2!3d3.5837489!4d98.6741919!16s%2Fg%2F1tcynnrf?authuser=0&hl=id&rclk=1,Museum Perjuangan TNI,"4,5",(237),Tujuan Wisata,Jl. KH. Zainul Arifin No.8,Tutup,"""Entah kenapa orang Medan kagak tahu museum ini.""",Medan
61,https://www.google.com/maps/place/Meriam+Puntung/data=!4m6!3m5!1s0x303130498f6e6289:0xb2116b7f3102b223!8m2!3d3.5749343!4d98.6840319!16s%2Fg%2F11g6q_d5yc?authuser=0&hl=id&rclk=1,Meriam Puntung,"4,5",(71),Tujuan Wisata,Jl. Brigjend Katamso No.118,Tutup,"""Tempat sejarah yang patut dikunjungi ketika berada di kota medan""",Medan
62,https://www.google.com/maps/place/Balai+Besar+Taman+Nasional+Gunung+Leuser/data=!4m6!3m5!1s0x30313062cf6ecf6f:0xb92b14797119f6db!8m2!3d3.5495571!4d98.7075773!16s%2Fg%2F1hdz_4ybr?authuser=0&hl=id&rclk=1,Balai Besar Taman Nasional Gunung Leuser,"4,4",(355),Tujuan Wisata,Jl. Selamat No.137,None,"""Sangat direkomendasikan utk wisata alam yg segar dan asri""",Medan
63,https://www.google.com/maps/place/Menara+Tirtanadi/data=!4m6!3m5!1s0x303131b4e3019a21:0xa44cf21c2ff9703a!8m2!3d3.5821752!4d98.6851222!16s%2Fg%2F11c6q8yz48?authuser=0&hl=id&rclk=1,Menara Tirtanadi,"4,6",(145),Tujuan Wisata,HMJP+V2H,None,"""Menara iconic kota medan""",Medan
64,https://www.google.com/maps/place/Wisata+Sawah+Pematang+Johar/data=!4m6!3m5!1s0x303133fdaafc1581:0xed7910d1d565592!8m2!3d3.6951374!4d98.7178291!16s%2Fg%2F11hzs64ps0?authuser=0&hl=id&rclk=1,Wisata Sawah Pematang Johar,"4,3",(1.094),Tujuan Wisata,"Jalan Johar Raya, Gg. Tanah Wakaf Jl. Dusun VI",Segera tutup,"""Menambah warna",Medan
65,"https://www.google.com/maps/place/Monako+Park,+Sibiru-biru/data=!4m6!3m5!1s0x30313d12f3b38029:0x287b1a00039f0abe!8m2!3d3.4023683!4d98.6914569!16s%2Fg%2F11c3tjd241?authuser=0&hl=id&rclk=1","Monako Park, Sibiru-biru","4,3",(662),Tujuan Wisata,Namo Suro Baru,Tutup,"""Letaknya strategis, tidak jauh dari",Medan
66,https://www.google.com/maps/place/3D+Art+Magic+Eye+Museum/data=!4m6!3m5!1s0x3031362192ec2ef1:0xf685b3c600c5790f!8m2!3d3.5974017!4d98.8315671!16s%2Fg%2F11c3103rfh?authuser=0&hl=id&rclk=1,3D Art Magic Eye Museum,"4,4",(650),Tujuan Wisata,"Komplek HUB Commercial Bizpark, Jalan Arteri Kualanamu No.9, Tumpatan Nibung, Batang Kuis",Buka,"""Tempatnya jauh dari",Medan
67,https://www.google.com/maps/place/Pemandian+Alam+Babar+Sari/data=!4m6!3m5!1s0x3031216b2f48be1f:0xaea03c98426f6977!8m2!3d3.4387!4d98.5507452!16s%2Fg%2F11bwncp44d?authuser=0&hl=id&rclk=1,Pemandian Alam Babar Sari,"4,2",(454),Tujuan Wisata,None,Buka 24 jam,"""Salah satu tempat",Medan
